Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
"Reset goals: The sub-goals are: 
['Boil the egg.']",,,,,
" 
behavior boil_egg(egg:item, pot:item, stove:item):
    body:
        achieve has_water(pot)
        achieve inside(egg, pot)
        achieve is_on(stove) 

behavior __goal__():
    body:
        bind egg: item where:
            is_food_egg(egg)
        bind pot: item where:
            is_pot(pot)
        bind stove: item where:
            is_stove(stove)
        boil_egg(egg, pot, stove)
",From function reset_goal,,,,
,,,,,"(CrowControllerApplier<walk_executor(stove_2065)>, CrowControllerApplier<open_executor(stove_2065)>,
 CrowControllerApplier<exp(pot_2069, stove_2065)>, CrowControllerApplier<walk_executor(pot_2069)>, C
rowControllerApplier<grab_executor(pot_2069)>, CrowControllerApplier<walk_executor(faucet_43)>, Crow
ControllerApplier<switchon_executor(faucet_43)>, CrowControllerApplier<switchoff_executor(faucet_43)
>, CrowControllerApplier<walk_executor(fridge_289)>, CrowControllerApplier<switchoff_executor(fridge
_289)>, CrowControllerApplier<open_executor(fridge_289)>, CrowControllerApplier<exp(food_egg_2020, f
ridge_289)>, CrowControllerApplier<walk_executor(pot_2069)>, CrowControllerApplier<open_executor(pot
_2069)>, CrowControllerApplier<walk_executor(food_egg_2020)>, CrowControllerApplier<grab_executor(fo
od_egg_2020)>, CrowControllerApplier<walk_executor(pot_2069)>, CrowControllerApplier<putin_executor(
food_egg_2020, pot_2069)>, CrowControllerApplier<walk_executor(stove_2065)>, CrowControllerApplier<c
lose_executor(stove_2065)>, CrowControllerApplier<switchon_executor(stove_2065)>)"
,,walk_executor(stove_2065),"Find pot_2069. Find cup_2063. Find knife_2050. Find napkin_2005. Find cup_2064. Find cutting_board_2
051. Find oil_2079. Find fryingpan_2083. Find tray_296. Find drawing_239. Find drawing_238. Find dra
wing_240. Find drawing_241. Find drawing_242. Find drawing_243. Robot is inside dining_room_201. Rob
ot is close stove_2065. Robot is close kitchen_counter_230. Robot is no longer inside bathroom_1.",,
,,open_executor(stove_2065),"Find drawing_174. Robot is inside dining_room_201. Robot is close stove_2065. Robot is close kitchen
_counter_230. ",,
,,"exp(pot_2069, stove_2065)",Find pot_2069. ,,
,,,,,"(CrowControllerApplier<walk_executor(pot_2069)>, CrowControllerApplier<grab_executor(pot_2069)>, Cro
wControllerApplier<walk_executor(faucet_43)>, CrowControllerApplier<switchon_executor(faucet_43)>, C
rowControllerApplier<switchoff_executor(faucet_43)>, CrowControllerApplier<walk_executor(fridge_289)
>, CrowControllerApplier<switchoff_executor(fridge_289)>, CrowControllerApplier<open_executor(fridge
_289)>, CrowControllerApplier<exp(food_egg_2020, fridge_289)>, CrowControllerApplier<walk_executor(p
ot_2069)>, CrowControllerApplier<open_executor(pot_2069)>, CrowControllerApplier<walk_executor(food_
egg_2020)>, CrowControllerApplier<grab_executor(food_egg_2020)>, CrowControllerApplier<walk_executor
(pot_2069)>, CrowControllerApplier<putin_executor(food_egg_2020, pot_2069)>, CrowControllerApplier<w
alk_executor(stove_2065)>, CrowControllerApplier<close_executor(stove_2065)>, CrowControllerApplier<
switchon_executor(stove_2065)>)"
,,walk_executor(pot_2069),"Robot is inside dining_room_201. Robot is close kitchen_counter_230. Robot is close pot_2069. Robot 
is no longer close stove_2065.",,
,,grab_executor(pot_2069),"Robot is inside dining_room_201. Robot is close kitchen_counter_230. Robot is close pot_2069. Grabbi
ng pot_2069 by right hand. ",,
,,walk_executor(faucet_43),"Find basket_for_clothes_2006. Find towel_rack_34. Find towel_rack_32. Find towel_rack_31. Robot is i
nside bathroom_1. Robot is close pot_2069. Robot is close bathroom_counter_41. Robot is close faucet
_43. Robot is no longer inside dining_room_201.Robot is no longer close kitchen_counter_230.",,
,,switchon_executor(faucet_43),"Find drawing_176. Robot is inside bathroom_1. Robot is close pot_2069. Robot is close bathroom_count
er_41. Robot is close faucet_43. ",,
,,switchoff_executor(faucet_43),"Robot is inside bathroom_1. Robot is close pot_2069. Robot is close bathroom_counter_41. Robot is cl
ose faucet_43. ",,
,,walk_executor(fridge_289),"Find sauce_2078. Find food_steak_2008. Find food_apple_2009. Find food_bacon_2010. Find food_banana_
2011. Find food_bread_2012. Find food_cake_2013. Find food_carrot_2014. Find food_cereal_2015. Find 
food_cheese_2016. Find food_chicken_2017. Find food_dessert_2018. Find food_donut_2019. Find food_eg
g_2020. Find food_fish_2021. Find food_food_2022. Find food_fruit_2023. Find food_hamburger_2024. Fi
nd food_ice_cream_2025. Find food_jam_2026. Find food_kiwi_2027. Find food_lemon_2028. Find food_noo
dles_2029. Find food_oatmeal_2030. Find food_orange_2031. Find food_onion_2032. Find food_peanut_but
ter_2033. Find food_pizza_2034. Find food_potato_2035. Find food_rice_2036. Find food_salt_2037. Fin
d food_snack_2038. Find food_sugar_2039. Find food_turkey_2040. Find food_vegetable_2041. Find dry_p
asta_2042. Find milk_2043. Robot is inside dining_room_201. Robot is close pot_2069. Robot is close 
sauce_2078. Robot is close fridge_289. Robot is close floor_202. Robot is close floor_203. Robot is 
close food_steak_2008. Robot is close food_apple_2009. Robot is close food_bacon_2010. Robot is clos
e food_banana_2011. Robot is close food_bread_2012. Robot is close food_cake_2013. Robot is close fo
od_carrot_2014. Robot is close food_cereal_2015. Robot is close food_cheese_2016. Robot is close foo
d_chicken_2017. Robot is close food_dessert_2018. Robot is close food_donut_2019. Robot is close foo
d_egg_2020. Robot is close food_fish_2021. Robot is close food_food_2022. Robot is close food_fruit_
2023. Robot is close food_hamburger_2024. Robot is close food_ice_cream_2025. Robot is close food_ja
m_2026. Robot is close food_kiwi_2027. Robot is close food_lemon_2028. Robot is close food_noodles_2
029. Robot is close food_oatmeal_2030. Robot is close food_orange_2031. Robot is close food_onion_20
32. Robot is close food_peanut_butter_2033. Robot is close food_pizza_2034. Robot is close food_pota
to_2035. Robot is close food_rice_2036. Robot is close food_salt_2037. Robot is close food_snack_203
8. Robot is close food_sugar_2039. Robot is close food_turkey_2040. Robot is close food_vegetable_20
41. Robot is close dry_pasta_2042. Robot is close milk_2043. Robot is no longer inside bathroom_1.Ro
bot is no longer close bathroom_counter_41.Robot is no longer close faucet_43.",,
,,switchoff_executor(fridge_289),"Find mat_22. Robot is inside dining_room_201. Robot is close pot_2069. Robot is close sauce_2078. Ro
bot is close fridge_289. Robot is close floor_202. Robot is close floor_203. Robot is close food_ste
ak_2008. Robot is close food_apple_2009. Robot is close food_bacon_2010. Robot is close food_banana_
2011. Robot is close food_bread_2012. Robot is close food_cake_2013. Robot is close food_carrot_2014
. Robot is close food_cereal_2015. Robot is close food_cheese_2016. Robot is close food_chicken_2017
. Robot is close food_dessert_2018. Robot is close food_donut_2019. Robot is close food_egg_2020. Ro
bot is close food_fish_2021. Robot is close food_food_2022. Robot is close food_fruit_2023. Robot is
 close food_hamburger_2024. Robot is close food_ice_cream_2025. Robot is close food_jam_2026. Robot 
is close food_kiwi_2027. Robot is close food_lemon_2028. Robot is close food_noodles_2029. Robot is 
close food_oatmeal_2030. Robot is close food_orange_2031. Robot is close food_onion_2032. Robot is c
lose food_peanut_butter_2033. Robot is close food_pizza_2034. Robot is close food_potato_2035. Robot
 is close food_rice_2036. Robot is close food_salt_2037. Robot is close food_snack_2038. Robot is cl
ose food_sugar_2039. Robot is close food_turkey_2040. Robot is close food_vegetable_2041. Robot is c
lose dry_pasta_2042. Robot is close milk_2043. ",,
,,open_executor(fridge_289),"Robot is inside dining_room_201. Robot is close pot_2069. Robot is close sauce_2078. Robot is close 
fridge_289. Robot is close floor_202. Robot is close floor_203. Robot is close food_steak_2008. Robo
t is close food_apple_2009. Robot is close food_bacon_2010. Robot is close food_banana_2011. Robot i
s close food_bread_2012. Robot is close food_cake_2013. Robot is close food_carrot_2014. Robot is cl
ose food_cereal_2015. Robot is close food_cheese_2016. Robot is close food_chicken_2017. Robot is cl
ose food_dessert_2018. Robot is close food_donut_2019. Robot is close food_egg_2020. Robot is close 
food_fish_2021. Robot is close food_food_2022. Robot is close food_fruit_2023. Robot is close food_h
amburger_2024. Robot is close food_ice_cream_2025. Robot is close food_jam_2026. Robot is close food
_kiwi_2027. Robot is close food_lemon_2028. Robot is close food_noodles_2029. Robot is close food_oa
tmeal_2030. Robot is close food_orange_2031. Robot is close food_onion_2032. Robot is close food_pea
nut_butter_2033. Robot is close food_pizza_2034. Robot is close food_potato_2035. Robot is close foo
d_rice_2036. Robot is close food_salt_2037. Robot is close food_snack_2038. Robot is close food_suga
r_2039. Robot is close food_turkey_2040. Robot is close food_vegetable_2041. Robot is close dry_past
a_2042. Robot is close milk_2043. ",,
,,"exp(food_egg_2020, fridge_289)",Find food_egg_2020. ,,
,,,,,"(CrowControllerApplier<open_executor(pot_2069)>, CrowControllerApplier<grab_executor(food_egg_2020)>
, CrowControllerApplier<putin_executor(food_egg_2020, pot_2069)>, CrowControllerApplier<walk_executo
r(stove_2065)>, CrowControllerApplier<close_executor(stove_2065)>, CrowControllerApplier<switchon_ex
ecutor(stove_2065)>)"
,,open_executor(pot_2069),"Robot is inside dining_room_201. Robot is close pot_2069. Robot is close sauce_2078. Robot is close 
fridge_289. Robot is close floor_202. Robot is close floor_203. Robot is close food_steak_2008. Robo
t is close food_apple_2009. Robot is close food_bacon_2010. Robot is close food_banana_2011. Robot i
s close food_bread_2012. Robot is close food_cake_2013. Robot is close food_carrot_2014. Robot is cl
ose food_cereal_2015. Robot is close food_cheese_2016. Robot is close food_chicken_2017. Robot is cl
ose food_dessert_2018. Robot is close food_donut_2019. Robot is close food_egg_2020. Robot is close 
food_fish_2021. Robot is close food_food_2022. Robot is close food_fruit_2023. Robot is close food_h
amburger_2024. Robot is close food_ice_cream_2025. Robot is close food_jam_2026. Robot is close food
_kiwi_2027. Robot is close food_lemon_2028. Robot is close food_noodles_2029. Robot is close food_oa
tmeal_2030. Robot is close food_orange_2031. Robot is close food_onion_2032. Robot is close food_pea
nut_butter_2033. Robot is close food_pizza_2034. Robot is close food_potato_2035. Robot is close foo
d_rice_2036. Robot is close food_salt_2037. Robot is close food_snack_2038. Robot is close food_suga
r_2039. Robot is close food_turkey_2040. Robot is close food_vegetable_2041. Robot is close dry_past
a_2042. Robot is close milk_2043. ",,
,,grab_executor(food_egg_2020),"Robot is inside dining_room_201. Robot is close pot_2069. Robot is close sauce_2078. Robot is close 
fridge_289. Robot is close floor_202. Robot is close floor_203. Robot is close food_steak_2008. Robo
t is close food_apple_2009. Robot is close food_bacon_2010. Robot is close food_banana_2011. Robot i
s close food_bread_2012. Robot is close food_cake_2013. Robot is close food_carrot_2014. Robot is cl
ose food_cereal_2015. Robot is close food_cheese_2016. Robot is close food_chicken_2017. Robot is cl
ose food_dessert_2018. Robot is close food_donut_2019. Robot is close food_egg_2020. Robot is close 
food_fish_2021. Robot is close food_food_2022. Robot is close food_fruit_2023. Robot is close food_h
amburger_2024. Robot is close food_ice_cream_2025. Robot is close food_jam_2026. Robot is close food
_kiwi_2027. Robot is close food_lemon_2028. Robot is close food_noodles_2029. Robot is close food_oa
tmeal_2030. Robot is close food_orange_2031. Robot is close food_onion_2032. Robot is close food_pea
nut_butter_2033. Robot is close food_pizza_2034. Robot is close food_potato_2035. Robot is close foo
d_rice_2036. Robot is close food_salt_2037. Robot is close food_snack_2038. Robot is close food_suga
r_2039. Robot is close food_turkey_2040. Robot is close food_vegetable_2041. Robot is close dry_past
a_2042. Robot is close milk_2043. Grabbing food_egg_2020 by left hand. ",,
,,"putin_executor(food_egg_2020, pot_2069)","Robot is inside dining_room_201. Robot is close pot_2069. Robot is close sauce_2078. Robot is close 
fridge_289. Robot is close floor_202. Robot is close floor_203. Robot is close food_steak_2008. Robo
t is close food_apple_2009. Robot is close food_bacon_2010. Robot is close food_banana_2011. Robot i
s close food_bread_2012. Robot is close food_cake_2013. Robot is close food_carrot_2014. Robot is cl
ose food_cereal_2015. Robot is close food_cheese_2016. Robot is close food_chicken_2017. Robot is cl
ose food_dessert_2018. Robot is close food_donut_2019. Robot is close food_egg_2020. Robot is close 
food_fish_2021. Robot is close food_food_2022. Robot is close food_fruit_2023. Robot is close food_h
amburger_2024. Robot is close food_ice_cream_2025. Robot is close food_jam_2026. Robot is close food
_kiwi_2027. Robot is close food_lemon_2028. Robot is close food_noodles_2029. Robot is close food_oa
tmeal_2030. Robot is close food_orange_2031. Robot is close food_onion_2032. Robot is close food_pea
nut_butter_2033. Robot is close food_pizza_2034. Robot is close food_potato_2035. Robot is close foo
d_rice_2036. Robot is close food_salt_2037. Robot is close food_snack_2038. Robot is close food_suga
r_2039. Robot is close food_turkey_2040. Robot is close food_vegetable_2041. Robot is close dry_past
a_2042. Robot is close milk_2043. food_egg_2020 released by left hand. ",,
